trial_nb	singe	session	choice	patch
157	1	7	0	0
158	1	7	0	0
159	1	7	0	0
160	1	7	0	0
161	1	7	0	0
162	1	7	0	0
163	1	7	0	0
164	1	7	0	0
165	1	7	0	0
166	1	7	0	0
167	1	7	0	0
168	1	7	0	0
169	1	7	0	0
170	1	7	0	0
171	1	7	0	0
172	1	7	0	0
173	1	7	0	0
174	1	7	0	0
175	1	7	0	0
176	1	7	0	0
177	1	7	0	0
178	1	7	0	0
179	1	7	0	0
180	1	7	0	0
181	1	7	0	0
182	1	7	0	0
183	1	7	0	0
184	1	7	0	0
185	1	7	0	0
186	1	7	0	0
187	1	7	0	0
188	1	7	0	0
189	1	7	0	0
190	1	7	0	0
191	1	7	0	0
192	1	7	0	0
193	1	7	0	0
194	1	7	0	0
195	1	7	0	0
196	1	7	0	0
197	1	7	0	0
198	1	7	0	0
199	1	7	0	0
200	1	7	0	0
1	1	8	25	1
2	1	8	20	1
3	1	8	15	1
4	1	8	14	1
5	1	8	9	1
6	1	8	-15	1
7	1	8	10	1
8	1	8	500	1
9	1	8	4	1
10	1	8	-10	1
11	1	8	500	1
12	1	8	-14	1
13	1	8	2400	1
14	1	8	19	1
15	1	8	2400	1
16	1	8	1700	1
17	1	8	18	1
18	1	8	23	1
19	1	8	17	1
20	1	8	24	1
21	1	8	-10	1
22	1	8	5	1
23	1	8	-4	1
24	1	8	3	1
25	1	8	8	1
26	1	8	7	1
27	1	8	25	2
28	1	8	20	2
29	1	8	15	2
30	1	8	24	2
31	1	8	-20	2
32	1	8	10	2
33	1	8	5	2
34	1	8	4	2
35	1	8	-9	2
36	1	8	-4	2
37	1	8	-3	2
38	1	8	-18	2
39	1	8	-13	2
40	1	8	-12	2
41	1	8	2	2
42	1	8	100	2
43	1	8	999	2
44	1	8	23	2
45	1	8	-24	2
46	1	8	-25	2
47	1	8	-13	2
48	1	8	-18	2
49	1	8	-23	2
50	1	8	-17	2
51	1	8	1600	2
52	1	8	1100	2
53	1	8	600	2
54	1	8	100	2
55	1	8	6	2
56	1	8	21	2
57	1	8	1600	2
58	1	8	22	2
59	1	8	16	2
60	1	8	-17	2
61	1	8	11	2
62	1	8	-21	2
63	1	8	-16	2
64	1	8	-6	2
65	1	8	1	2
66	1	8	-24	2
67	1	8	-25	2
68	1	8	-15	2
69	1	8	-4	2
70	1	8	-3	2
71	1	8	-2	2
72	1	8	-25	1
73	1	8	-24	1
74	1	8	-14	1
75	1	8	-8	1
76	1	8	1200	1
77	1	8	13	1
78	1	8	12	1
79	1	8	-23	1
80	1	8	22	1
81	1	8	21	1
82	1	8	11	1
83	1	8	6	1
84	1	8	-7	1
85	1	8	1	1
86	1	8	-8	1
87	1	8	-7	1
88	1	8	-15	1
89	1	8	-10	1
90	1	8	-19	2
91	1	8	-13	2
92	1	8	-9	2
93	1	8	-5	2
94	1	8	-21	1
95	1	8	16	1
96	1	8	999	1
97	1	8	-25	1
98	1	8	-19	1
99	1	8	-23	1
100	1	8	-22	1
101	1	8	-11	1
102	1	8	-12	1
103	1	8	-4	1
104	1	8	-3	1
105	1	8	2	1
106	1	8	-1	1
107	1	8	-12	1
108	1	8	-7	1
109	1	8	-9	1
110	1	8	-14	1
111	1	8	-10	1
112	1	8	-5	1
113	1	8	-23	2
114	1	8	-18	2
115	1	8	-13	2
116	1	8	-12	2
117	1	8	-7	2
118	1	8	-6	2
119	1	8	-3	2
120	1	8	-5	2
121	1	8	-10	2
122	1	8	-15	2
123	1	8	-25	2
124	1	8	-24	2
125	1	8	-23	2
126	1	8	-22	2
127	1	8	0	0
128	1	8	0	0
129	1	8	0	0
130	1	8	0	0
131	1	8	0	0
132	1	8	0	0
133	1	8	0	0
134	1	8	0	0
135	1	8	0	0
136	1	8	0	0
137	1	8	0	0
138	1	8	0	0
139	1	8	0	0
140	1	8	0	0
141	1	8	0	0
142	1	8	0	0
143	1	8	0	0
144	1	8	0	0
145	1	8	0	0
146	1	8	0	0
147	1	8	0	0
148	1	8	0	0
149	1	8	0	0
150	1	8	0	0
151	1	8	0	0
152	1	8	0	0
153	1	8	0	0
154	1	8	0	0
155	1	8	0	0
156	1	8	0	0
157	1	8	0	0
158	1	8	0	0
159	1	8	0	0
160	1	8	0	0
161	1	8	0	0
162	1	8	0	0
163	1	8	0	0
164	1	8	0	0
165	1	8	0	0
166	1	8	0	0
167	1	8	0	0
168	1	8	0	0
169	1	8	0	0
170	1	8	0	0
171	1	8	0	0
172	1	8	0	0
173	1	8	0	0
174	1	8	0	0
175	1	8	0	0
176	1	8	0	0
177	1	8	0	0
178	1	8	0	0
179	1	8	0	0
180	1	8	0	0
181	1	8	0	0
182	1	8	0	0
183	1	8	0	0
184	1	8	0	0
185	1	8	0	0
186	1	8	0	0
187	1	8	0	0
188	1	8	0	0
189	1	8	0	0
190	1	8	0	0
191	1	8	0	0
192	1	8	0	0
193	1	8	0	0
194	1	8	0	0
195	1	8	0	0
196	1	8	0	0
197	1	8	0	0
198	1	8	0	0
199	1	8	0	0
200	1	8	0	0
1	1	9	25	1
2	1	9	2000	1
3	1	9	15	1
4	1	9	14	1
5	1	9	-15	1
6	1	9	10	1
7	1	9	5	1
8	1	9	4	1
9	1	9	18	1
10	1	9	24	1
11	1	9	-25	1
12	1	9	20	1
13	1	9	19	1
14	1	9	9	1
15	1	9	800	1
16	1	9	-19	1
17	1	9	8	1
18	1	9	300	1
19	1	9	-4	1
20	1	9	3	1
21	1	9	1700	1
22	1	9	-18	1
23	1	9	1700	1
24	1	9	16	1
25	1	9	-16	1
26	1	9	11	1
27	1	9	-16	1
28	1	9	-11	1
29	1	9	6	1
30	1	9	2200	1
31	1	9	2300	1
32	1	9	-24	1
33	1	9	2300	1
34	1	9	17	1
35	1	9	-18	1
36	1	9	13	1
37	1	9	-14	1
38	1	9	-8	1
39	1	9	-18	1
40	1	9	7	1
41	1	9	-7	1
42	1	9	-12	1
43	1	9	25	2
44	1	9	20	2
45	1	9	-25	2
46	1	9	15	2
47	1	9	10	2
48	1	9	5	2
49	1	9	-10	2
50	1	9	-9	2
51	1	9	4	2
52	1	9	3	2
53	1	9	-13	2
54	1	9	-3	2
55	1	9	2	2
56	1	9	1	2
57	1	9	600	2
58	1	9	-7	2
59	1	9	1100	2
60	1	9	-17	2
61	1	9	1600	2
62	1	9	22	2
63	1	9	23	2
64	1	9	24	2
65	1	9	-25	2
66	1	9	-17	2
67	1	9	1600	2
68	1	9	2100	2
69	1	9	16	2
70	1	9	11	2
71	1	9	6	2
72	1	9	-24	1
73	1	9	-25	1
74	1	9	-18	1
75	1	9	-19	1
76	1	9	-20	1
77	1	9	-14	1
78	1	9	-9	1
79	1	9	-3	1
80	1	9	-7	1
81	1	9	200	1
82	1	9	-9	1
83	1	9	2	1
84	1	9	-7	1
85	1	9	-6	1
86	1	9	1	1
87	1	9	-11	1
88	1	9	-16	1
89	1	9	21	1
90	1	9	22	1
91	1	9	23	1
92	1	9	-22	1
93	1	9	-16	1
94	1	9	-21	1
95	1	9	-19	1
96	1	9	-24	1
97	1	9	-25	1
98	1	9	-15	1
99	1	9	-9	1
100	1	9	-5	1
101	1	9	-23	2
102	1	9	-24	2
103	1	9	-19	2
104	1	9	-9	2
105	1	9	-4	2
106	1	9	-10	2
107	1	9	-15	2
108	1	9	-20	2
109	1	9	-25	2
110	1	9	0	0
111	1	9	0	0
112	1	9	0	0
113	1	9	0	0
114	1	9	0	0
115	1	9	0	0
116	1	9	0	0
117	1	9	0	0
118	1	9	0	0
119	1	9	0	0
120	1	9	0	0
121	1	9	0	0
122	1	9	0	0
123	1	9	0	0
124	1	9	0	0
125	1	9	0	0
126	1	9	0	0
127	1	9	0	0
128	1	9	0	0
129	1	9	0	0
130	1	9	0	0
131	1	9	0	0
132	1	9	0	0
133	1	9	0	0
134	1	9	0	0
135	1	9	0	0
136	1	9	0	0
137	1	9	0	0
138	1	9	0	0
139	1	9	0	0
140	1	9	0	0
141	1	9	0	0
142	1	9	0	0
143	1	9	0	0
144	1	9	0	0
145	1	9	0	0
146	1	9	0	0
147	1	9	0	0
148	1	9	0	0
149	1	9	0	0
150	1	9	0	0
151	1	9	0	0
152	1	9	0	0
153	1	9	0	0
154	1	9	0	0
155	1	9	0	0
156	1	9	0	0
157	1	9	0	0
158	1	9	0	0
159	1	9	0	0
160	1	9	0	0
161	1	9	0	0
162	1	9	0	0
163	1	9	0	0
164	1	9	0	0
165	1	9	0	0
166	1	9	0	0
167	1	9	0	0
168	1	9	0	0
169	1	9	0	0
170	1	9	0	0
171	1	9	0	0
172	1	9	0	0
173	1	9	0	0
174	1	9	0	0
175	1	9	0	0
176	1	9	0	0
177	1	9	0	0
178	1	9	0	0
179	1	9	0	0
180	1	9	0	0
181	1	9	0	0
182	1	9	0	0
183	1	9	0	0
184	1	9	0	0
185	1	9	0	0
186	1	9	0	0
187	1	9	0	0
188	1	9	0	0
189	1	9	0	0
190	1	9	0	0
191	1	9	0	0
192	1	9	0	0
193	1	9	0	0
194	1	9	0	0
195	1	9	0	0
196	1	9	0	0
197	1	9	0	0
198	1	9	0	0
199	1	9	0	0
200	1	9	0	0
1	1	10	25	2
2	1	10	20	2
3	1	10	1500	2
4	1	10	10	2
5	1	10	5	2
6	1	10	-18	2
7	1	10	23	2
8	1	10	24	2
9	1	10	-25	2
10	1	10	1500	2
11	1	10	24	1
12	1	10	25	1
13	1	10	20	1
14	1	10	15	1
15	1	10	14	1
16	1	10	9	1
17	1	10	4	1
18	1	10	10	1
19	1	10	5	1
20	1	10	-10	1
21	1	10	-9	1
22	1	10	-4	1
23	1	10	300	1
24	1	10	8	1
25	1	10	3	1
26	1	10	2	1
27	1	10	7	1
28	1	10	2100	1
29	1	10	22	1
30	1	10	-22	1
31	1	10	17	1
32	1	10	-22	1
33	1	10	21	1
34	1	10	16	1
35	1	10	11	1
36	1	10	2300	1
37	1	10	18	1
38	1	10	2300	1
39	1	10	-24	1
40	1	10	19	1
41	1	10	23	1
42	1	10	-22	1
43	1	10	-16	1
44	1	10	-11	1
45	1	10	6	1
46	1	10	-21	1
47	1	10	-16	1
48	1	10	-6	1
49	1	10	100	1
50	1	10	-3	1
51	1	10	1	1
52	1	10	-25	1
53	1	10	-15	1
54	1	10	-10	1
55	1	10	-9	1
56	1	10	-5	1
57	1	10	-4	1
58	1	10	-24	2
59	1	10	-25	2
60	1	10	15	2
61	1	10	2100	2
62	1	10	16	2
63	1	10	22	2
64	1	10	-23	2
65	1	10	-24	2
66	1	10	-17	2
67	1	10	-16	2
68	1	10	2100	2
69	1	10	-9	2
70	1	10	4	2
71	1	10	300	2
72	1	10	-8	2
73	1	10	3	2
74	1	10	-16	2
75	1	10	11	2
76	1	10	-11	2
77	1	10	600	2
78	1	10	99	2
79	1	10	-13	2
80	1	10	-7	2
81	1	10	200	2
82	1	10	-3	2
83	1	10	999	2
84	1	10	-24	2
85	1	10	-25	2
86	1	10	-15	2
87	1	10	-11	2
88	1	10	-7	2
89	1	10	-9	2
90	1	10	2	2
91	1	10	2100	2
92	1	10	-11	2
93	1	10	6	2
94	1	10	-13	2
95	1	10	-18	2
96	1	10	-14	2
97	1	10	-15	2
98	1	10	-4	2
99	1	10	-3	2
100	1	10	-2	2
101	1	10	0	0
102	1	10	0	0
103	1	10	0	0
104	1	10	0	0
105	1	10	0	0
106	1	10	0	0
107	1	10	0	0
108	1	10	0	0
109	1	10	0	0
110	1	10	0	0
111	1	10	0	0
112	1	10	0	0
113	1	10	0	0
114	1	10	0	0
115	1	10	0	0
116	1	10	0	0
117	1	10	0	0
118	1	10	0	0
119	1	10	0	0
120	1	10	0	0
121	1	10	0	0
122	1	10	0	0
123	1	10	0	0
124	1	10	0	0
125	1	10	0	0
126	1	10	0	0
127	1	10	0	0
128	1	10	0	0
129	1	10	0	0
130	1	10	0	0
131	1	10	0	0
132	1	10	0	0
133	1	10	0	0
134	1	10	0	0
135	1	10	0	0
136	1	10	0	0
137	1	10	0	0
138	1	10	0	0
139	1	10	0	0
140	1	10	0	0
141	1	10	0	0
142	1	10	0	0
143	1	10	0	0
144	1	10	0	0
145	1	10	0	0
146	1	10	0	0
147	1	10	0	0
148	1	10	0	0
149	1	10	0	0
150	1	10	0	0
151	1	10	0	0
152	1	10	0	0
153	1	10	0	0
154	1	10	0	0
155	1	10	0	0
156	1	10	0	0
157	1	10	0	0
158	1	10	0	0
159	1	10	0	0
160	1	10	0	0
161	1	10	0	0
162	1	10	0	0
163	1	10	0	0
164	1	10	0	0
165	1	10	0	0
166	1	10	0	0
167	1	10	0	0
168	1	10	0	0
169	1	10	0	0
170	1	10	0	0
171	1	10	0	0
172	1	10	0	0
173	1	10	0	0
174	1	10	0	0
175	1	10	0	0
176	1	10	0	0
177	1	10	0	0
178	1	10	0	0
179	1	10	0	0
180	1	10	0	0
181	1	10	0	0
182	1	10	0	0
183	1	10	0	0
184	1	10	0	0
185	1	10	0	0
186	1	10	0	0
187	1	10	0	0
188	1	10	0	0
189	1	10	0	0
190	1	10	0	0
191	1	10	0	0
192	1	10	0	0
193	1	10	0	0
194	1	10	0	0
195	1	10	0	0
196	1	10	0	0
197	1	10	0	0
198	1	10	0	0
199	1	10	0	0
200	1	10	0	0
1	1	11	25	2
2	1	11	20	2
3	1	11	15	2
4	1	11	-14	2
5	1	11	-15	2
6	1	11	10	2
7	1	11	24	2
8	1	11	-25	2
9	1	11	999	2
10	1	11	-24	2
11	1	11	-25	2
12	1	11	-19	2
13	1	11	-14	2
14	1	11	-12	2
15	1	11	-17	2
16	1	11	22	2
17	1	11	2100	2
18	1	11	1600	2
19	1	11	-10	2
20	1	11	5	2
21	1	11	4	2
22	1	11	-8	2
23	1	11	3	2
24	1	11	200	2
25	1	11	-18	2
26	1	11	-7	2
27	1	11	6	2
28	1	11	24	1
29	1	11	25	1
30	1	11	20	1
31	1	11	15	1
32	1	11	10	1
33	1	11	5	1
34	1	11	4	1
35	1	11	1800	1
36	1	11	19	1
37	1	11	14	1
38	1	11	-25	1
39	1	11	-14	1
40	1	11	9	1
41	1	11	8	1
42	1	11	3	1
43	1	11	2	1
44	1	11	7	1
45	1	11	12	1
46	1	11	13	1
47	1	11	18	1
48	1	11	23	1
49	1	11	-24	1
50	1	11	-25	1
51	1	11	22	1
52	1	11	17	1
53	1	11	16	1
54	1	11	11	1
55	1	11	6	1
56	1	11	-16	1
57	1	11	-6	1
58	1	11	1	1
59	1	11	-7	1
60	1	11	-8	1
61	1	11	-3	1
62	1	11	-4	1
63	1	11	-10	1
64	1	11	-15	1
65	1	11	-19	1
66	1	11	-24	1
67	1	11	-23	1
68	1	11	-22	1
69	1	11	21	1
70	1	11	-17	1
71	1	11	-6	1
72	1	11	-13	1
73	1	11	-8	2
74	1	11	-9	2
75	1	11	-10	2
76	1	11	-15	2
77	1	11	-20	2
78	1	11	-25	2
79	1	11	0	0
80	1	11	0	0
81	1	11	0	0
82	1	11	0	0
83	1	11	0	0
84	1	11	0	0
85	1	11	0	0
86	1	11	0	0
87	1	11	0	0
88	1	11	0	0
89	1	11	0	0
90	1	11	0	0
91	1	11	0	0
92	1	11	0	0
93	1	11	0	0
94	1	11	0	0
95	1	11	0	0
96	1	11	0	0
97	1	11	0	0
98	1	11	0	0
99	1	11	0	0
100	1	11	0	0
101	1	11	0	0
102	1	11	0	0
103	1	11	0	0
104	1	11	0	0
105	1	11	0	0
106	1	11	0	0
107	1	11	0	0
108	1	11	0	0
109	1	11	0	0
110	1	11	0	0
111	1	11	0	0
112	1	11	0	0
113	1	11	0	0
114	1	11	0	0
115	1	11	0	0
116	1	11	0	0
117	1	11	0	0
118	1	11	0	0
119	1	11	0	0
120	1	11	0	0
121	1	11	0	0
122	1	11	0	0
123	1	11	0	0
124	1	11	0	0
125	1	11	0	0
126	1	11	0	0
127	1	11	0	0
128	1	11	0	0
129	1	11	0	0
130	1	11	0	0
131	1	11	0	0
132	1	11	0	0
133	1	11	0	0
134	1	11	0	0
135	1	11	0	0
136	1	11	0	0
137	1	11	0	0
138	1	11	0	0
139	1	11	0	0
140	1	11	0	0
141	1	11	0	0
142	1	11	0	0
143	1	11	0	0
144	1	11	0	0
145	1	11	0	0
146	1	11	0	0
147	1	11	0	0
148	1	11	0	0
149	1	11	0	0
150	1	11	0	0
151	1	11	0	0
152	1	11	0	0
153	1	11	0	0
154	1	11	0	0
155	1	11	0	0
156	1	11	0	0
157	1	11	0	0
158	1	11	0	0
159	1	11	0	0
160	1	11	0	0
161	1	11	0	0
162	1	11	0	0
163	1	11	0	0
164	1	11	0	0
165	1	11	0	0
166	1	11	0	0
167	1	11	0	0
168	1	11	0	0
169	1	11	0	0
170	1	11	0	0
171	1	11	0	0
172	1	11	0	0
173	1	11	0	0
174	1	11	0	0
175	1	11	0	0
176	1	11	0	0
177	1	11	0	0
178	1	11	0	0
179	1	11	0	0
180	1	11	0	0
181	1	11	0	0
182	1	11	0	0
183	1	11	0	0
184	1	11	0	0
185	1	11	0	0
186	1	11	0	0
187	1	11	0	0
188	1	11	0	0
189	1	11	0	0
190	1	11	0	0
191	1	11	0	0
192	1	11	0	0
193	1	11	0	0
194	1	11	0	0
195	1	11	0	0
196	1	11	0	0
197	1	11	0	0
198	1	11	0	0
199	1	11	0	0
200	1	11	0	0
1	1	12	24	1
2	1	12	2500	1
3	1	12	20	1
4	1	12	10	1
5	1	12	24	2
6	1	12	25	2
7	1	12	20	2
8	1	12	15	2
9	1	12	10	2
10	1	12	5	2
11	1	12	4	2
12	1	12	3	2
13	1	12	-8	2
14	1	12	-7	2
15	1	12	2	2
16	1	12	-24	2
17	1	12	-25	2
18	1	12	-15	2
19	1	12	-9	2
20	1	12	-18	2
21	1	12	-17	2
22	1	12	22	2
23	1	12	21	2
24	1	12	16	2
25	1	12	11	2
26	1	12	6	2
27	1	12	-17	2
28	1	12	-12	2
29	1	12	-11	2
30	1	12	-7	2
31	1	12	1	2
32	1	12	-22	2
33	1	12	23	2
34	1	12	-25	2
35	1	12	-24	2
36	1	12	-23	2
37	1	12	-22	2
38	1	12	-16	2
39	1	12	-17	2
40	1	12	25	1
41	1	12	-24	1
42	1	12	19	1
43	1	12	14	1
44	1	12	400	1
45	1	12	-10	1
46	1	12	4	1
47	1	12	15	1
48	1	12	-20	1
49	1	12	-25	1
50	1	12	9	1
51	1	12	8	1
52	1	12	3	1
53	1	12	-10	1
54	1	12	-4	1
55	1	12	-9	1
56	1	12	-8	1
57	1	12	7	1
58	1	12	13	1
59	1	12	-24	1
60	1	12	-19	1
61	1	12	18	1
62	1	12	23	1
63	1	12	22	1
64	1	12	-22	1
65	1	12	17	1
66	1	12	12	1
67	1	12	11	1
68	1	12	2100	1
69	1	12	-22	1
70	1	12	21	1
71	1	12	-17	1
72	1	12	16	1
73	1	12	-23	1
74	1	12	-24	1
75	1	12	-18	1
76	1	12	-19	1
77	1	12	-13	1
78	1	12	200	1
79	1	12	-7	1
80	1	12	1	1
81	1	12	-20	2
82	1	12	-10	2
83	1	12	-4	2
84	1	12	-3	2
85	1	12	999	2
86	1	12	-23	2
87	1	12	-25	2
88	1	12	-14	2
89	1	12	-9	2
90	1	12	-10	2
91	1	12	-3	2
92	1	12	-8	2
93	1	12	-12	2
94	1	12	0	0
95	1	12	0	0
96	1	12	0	0
97	1	12	0	0
98	1	12	0	0
99	1	12	0	0
100	1	12	0	0
101	1	12	0	0
102	1	12	0	0
103	1	12	0	0
104	1	12	0	0
105	1	12	0	0
106	1	12	0	0
107	1	12	0	0
108	1	12	0	0
109	1	12	0	0
110	1	12	0	0
111	1	12	0	0
112	1	12	0	0
113	1	12	0	0
114	1	12	0	0
115	1	12	0	0
116	1	12	0	0
117	1	12	0	0
118	1	12	0	0
119	1	12	0	0
120	1	12	0	0
121	1	12	0	0
122	1	12	0	0
123	1	12	0	0
124	1	12	0	0
125	1	12	0	0
126	1	12	0	0
127	1	12	0	0
128	1	12	0	0
129	1	12	0	0
130	1	12	0	0
131	1	12	0	0
132	1	12	0	0
133	1	12	0	0
134	1	12	0	0
135	1	12	0	0
136	1	12	0	0
137	1	12	0	0
138	1	12	0	0
139	1	12	0	0
140	1	12	0	0
141	1	12	0	0
142	1	12	0	0
143	1	12	0	0
144	1	12	0	0
145	1	12	0	0
146	1	12	0	0
147	1	12	0	0
148	1	12	0	0
149	1	12	0	0
150	1	12	0	0
151	1	12	0	0
152	1	12	0	0
153	1	12	0	0
154	1	12	0	0
155	1	12	0	0
156	1	12	0	0
157	1	12	0	0
158	1	12	0	0
159	1	12	0	0
160	1	12	0	0
161	1	12	0	0
162	1	12	0	0
163	1	12	0	0
164	1	12	0	0
165	1	12	0	0
166	1	12	0	0
167	1	12	0	0
168	1	12	0	0
169	1	12	0	0
170	1	12	0	0
171	1	12	0	0
172	1	12	0	0
173	1	12	0	0
174	1	12	0	0
175	1	12	0	0
176	1	12	0	0
177	1	12	0	0
178	1	12	0	0
179	1	12	0	0
180	1	12	0	0
181	1	12	0	0
182	1	12	0	0
183	1	12	0	0
184	1	12	0	0
185	1	12	0	0
186	1	12	0	0
187	1	12	0	0
188	1	12	0	0
189	1	12	0	0
190	1	12	0	0
191	1	12	0	0
192	1	12	0	0
193	1	12	0	0
194	1	12	0	0
195	1	12	0	0
196	1	12	0	0
197	1	12	0	0
198	1	12	0	0
199	1	12	0	0
200	1	12	0	0
1	1	13	25	1
2	1	13	20	1
3	1	13	1500	1
4	1	13	10	1
5	1	13	5	1
6	1	13	4	1
7	1	13	9	1
8	1	13	-25	1
9	1	13	2400	1
10	1	13	24	2
11	1	13	25	2
12	1	13	15	2
13	1	13	-15	2
14	1	13	10	2
15	1	13	4	2
16	1	13	5	2
17	1	13	-9	2
18	1	13	3	2
19	1	13	2	2
20	1	13	-13	2
21	1	13	-18	2
22	1	13	23	2
23	1	13	-24	2
24	1	13	22	2
25	1	13	21	2
26	1	13	-21	2
27	1	13	16	2
28	1	13	11	2
29	1	13	6	2
30	1	13	1	2
31	1	13	-6	2
32	1	13	-11	2
33	1	13	-17	2
34	1	13	-16	2
35	1	13	-22	2
36	1	13	-23	2
37	1	13	-13	2
38	1	13	-8	2
39	1	13	-2	2
40	1	13	-4	2
41	1	13	-15	2
42	1	13	-5	2
43	1	13	-25	1
44	1	13	15	1
45	1	13	-10	1
46	1	13	-15	1
47	1	13	-9	1
48	1	13	17	1
49	1	13	18	1
50	1	13	23	1
51	1	13	1200	1
52	1	13	1300	1
53	1	13	19	1
54	1	13	14	1
55	1	13	13	1
56	1	13	1200	1
57	1	13	-13	1
58	1	13	700	1
59	1	13	8	1
60	1	13	7	1
61	1	13	22	1
62	1	13	-23	1
63	1	13	24	1
64	1	13	-25	1
65	1	13	-22	1
66	1	13	16	1
67	1	13	-16	1
68	1	13	11	1
69	1	13	-11	1
70	1	13	6	1
71	1	13	999	1
72	1	13	-23	1
73	1	13	-24	1
74	1	13	-15	1
75	1	13	-9	1
76	1	13	-8	1
77	1	13	-7	1
78	1	13	2	1
79	1	13	-5	1
80	1	13	-10	1
81	1	13	12	1
82	1	13	-16	1
83	1	13	-22	1
84	1	13	21	1
85	1	13	0	0
86	1	13	0	0
87	1	13	0	0
88	1	13	0	0
89	1	13	0	0
90	1	13	0	0
91	1	13	0	0
92	1	13	0	0
93	1	13	0	0
94	1	13	0	0
95	1	13	0	0
96	1	13	0	0
97	1	13	0	0
98	1	13	0	0
99	1	13	0	0
100	1	13	0	0
101	1	13	0	0
102	1	13	0	0
103	1	13	0	0
104	1	13	0	0
105	1	13	0	0
106	1	13	0	0
107	1	13	0	0
108	1	13	0	0
109	1	13	0	0
110	1	13	0	0
111	1	13	0	0
112	1	13	0	0
113	1	13	0	0
114	1	13	0	0
115	1	13	0	0
116	1	13	0	0
117	1	13	0	0
118	1	13	0	0
119	1	13	0	0
120	1	13	0	0
121	1	13	0	0
122	1	13	0	0
123	1	13	0	0
124	1	13	0	0
125	1	13	0	0
126	1	13	0	0
127	1	13	0	0
128	1	13	0	0
129	1	13	0	0
130	1	13	0	0
131	1	13	0	0
132	1	13	0	0
133	1	13	0	0
134	1	13	0	0
135	1	13	0	0
136	1	13	0	0
137	1	13	0	0
138	1	13	0	0
139	1	13	0	0
140	1	13	0	0
141	1	13	0	0
142	1	13	0	0
143	1	13	0	0
144	1	13	0	0
145	1	13	0	0
146	1	13	0	0
147	1	13	0	0
148	1	13	0	0
149	1	13	0	0
150	1	13	0	0
151	1	13	0	0
152	1	13	0	0
153	1	13	0	0
154	1	13	0	0
155	1	13	0	0
156	1	13	0	0
157	1	13	0	0
158	1	13	0	0
159	1	13	0	0
160	1	13	0	0
161	1	13	0	0
162	1	13	0	0
163	1	13	0	0
164	1	13	0	0
165	1	13	0	0
166	1	13	0	0
167	1	13	0	0
168	1	13	0	0
169	1	13	0	0
170	1	13	0	0
171	1	13	0	0
172	1	13	0	0
173	1	13	0	0
174	1	13	0	0
175	1	13	0	0
176	1	13	0	0
177	1	13	0	0
178	1	13	0	0
179	1	13	0	0
180	1	13	0	0
181	1	13	0	0
182	1	13	0	0
183	1	13	0	0
184	1	13	0	0
185	1	13	0	0
186	1	13	0	0
187	1	13	0	0
188	1	13	0	0
189	1	13	0	0
190	1	13	0	0
191	1	13	0	0
192	1	13	0	0
193	1	13	0	0
194	1	13	0	0
195	1	13	0	0
196	1	13	0	0
197	1	13	0	0
198	1	13	0	0
199	1	13	0	0
200	1	13	0	0
1	1	14	25	2
2	1	14	-25	2
3	1	14	20	2
4	1	14	15	2
5	1	14	-14	2
6	1	14	-19	2
7	1	14	10	2
8	1	14	500	2
9	1	14	25	1
10	1	14	20	1
11	1	14	15	1
12	1	14	10	1
13	1	14	5	1
14	1	14	4	1
15	1	14	9	1
16	1	14	23	1
17	1	14	24	1
18	1	14	-25	1
19	1	14	19	1
20	1	14	14	1
21	1	14	13	1
22	1	14	8	1
23	1	14	-9	1
24	1	14	700	1
25	1	14	17	1
26	1	14	18	1
27	1	14	7	1
28	1	14	2100	1
29	1	14	16	1
30	1	14	2100	1
31	1	14	11	1
32	1	14	-23	1
33	1	14	-17	1
34	1	14	-18	1
35	1	14	-13	1
36	1	14	1200	1
37	1	14	-14	1
38	1	14	12	1
39	1	14	-15	1
40	1	14	-5	1
41	1	14	-4	1
42	1	14	3	1
43	1	14	-25	1
44	1	14	-20	1
45	1	14	-19	1
46	1	14	-24	1
47	1	14	-23	1
48	1	14	-18	1
49	1	14	-17	1
50	1	14	-16	1
51	1	14	6	1
52	1	14	1	1
53	1	14	2100	1
54	1	14	22	1
55	1	14	-23	1
56	1	14	-24	1
57	1	14	-19	1
58	1	14	-8	1
59	1	14	-7	1
60	1	14	2	1
61	1	14	-1	1
62	1	14	-6	1
63	1	14	-5	1
64	1	14	-4	1
65	1	14	-10	1
66	1	14	-15	1
67	1	14	-14	1
68	1	14	23	2
69	1	14	24	2
70	1	14	-20	2
71	1	14	-25	2
72	1	14	-10	2
73	1	14	5	2
74	1	14	-23	2
75	1	14	-13	2
76	1	14	-7	2
77	1	14	-15	2
78	1	14	-5	2
79	1	14	400	2
80	1	14	-12	2
81	1	14	1100	2
82	1	14	21	2
83	1	14	-17	2
84	1	14	16	2
85	1	14	22	2
86	1	14	-16	2
87	1	14	11	2
88	1	14	999	2
89	1	14	-22	2
90	1	14	-21	2
91	1	14	-16	2
92	1	14	-17	2
93	1	14	-12	2
94	1	14	-8	2
95	1	14	-9	2
96	1	14	4	2
97	1	14	3	2
98	1	14	2	2
99	1	14	-4	2
100	1	14	-9	2
101	1	14	-14	2
102	1	14	-19	2
103	1	14	-24	2
104	1	14	-25	2
105	1	14	-20	2
106	1	14	0	0
107	1	14	0	0
108	1	14	0	0
109	1	14	0	0
110	1	14	0	0
111	1	14	0	0
112	1	14	0	0
113	1	14	0	0
114	1	14	0	0
