18	1	1	18
20	1	1	19
15	1	1	20
14	1	1	15
13	1	1	9
-15	1	1	7
25	1	1	2
24	1	1	4
19	1	1	5
9	1	1	-15
4	1	1	10
5	1	1	-9
3	1	1	8
8	1	1	3
7	1	1	-2
2	1	1	1
1	1	1	16
99	1	1	21
16	1	1	25
1100	1	1	-18
12	1	1	13
23	1	1	14
17	1	1	-15
6	1	1	-13
-17	1	1	-7
11	1	1	6
22	1	1	22
0	1	1	17
0	1	1	23
0	1	1	24
0	1	1	-25
0	1	1	-19
0	1	1	-13
0	1	1	1200
0	1	1	-1
0	1	1	12
0	1	1	-11
0	1	1	-21
0	1	1	-16
0	1	1	-17
0	1	1	-23
0	1	1	-24
0	1	1	-14
0	1	1	-2
0	1	1	-1
0	1	1	-6
0	1	1	-11
0	1	1	-16
0	1	1	-22
0	1	1	-23
0	1	1	-24
0	1	1	-25
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
0	1	1	0
18	1	2	2400
20	1	2	2500
15	1	2	20
14	1	2	14
13	1	2	15
-15	1	2	-20
25	1	2	5
24	1	2	400
19	1	2	3
9	1	2	2
4	1	2	100
5	1	2	1100
3	1	2	12
8	1	2	2100
7	1	2	1600
2	1	2	17
1	1	2	2400
99	1	2	22
16	1	2	18
1100	1	2	2100
12	1	2	1600
23	1	2	-17
17	1	2	1600
6	1	2	1100
-17	1	2	-12
11	1	2	7
22	1	2	999
0	1	2	2300
0	1	2	-22
0	1	2	-17
0	1	2	1600
0	1	2	2100
0	1	2	6
0	1	2	-17
0	1	2	11
0	1	2	-12
0	1	2	-7
0	1	2	8
0	1	2	-14
0	1	2	13
0	1	2	-13
0	1	2	-12
0	1	2	-6
0	1	2	-2
0	1	2	1
0	1	2	16
0	1	2	-16
0	1	2	-11
0	1	2	-15
0	1	2	-16
0	1	2	2100
0	1	2	-17
0	1	2	-22
0	1	2	23
0	1	2	2400
0	1	2	19
0	1	2	-14
0	1	2	9
0	1	2	25
0	1	2	-15
0	1	2	10
0	1	2	-9
0	1	2	4
0	1	2	-3
0	1	2	-2
0	1	2	-1
0	1	2	999
0	1	2	-23
0	1	2	24
0	1	2	99
0	1	2	-24
0	1	2	-25
0	1	2	-9
0	1	2	-3
0	1	2	-2
0	1	2	-1
0	1	2	-12
0	1	2	-16
0	1	2	999
0	1	2	-23
0	1	2	-24
0	1	2	-20
0	1	2	-25
0	1	2	-14
0	1	2	-15
0	1	2	-10
0	1	2	-9
0	1	2	-8
0	1	2	-3
0	1	2	-5
0	1	2	-4
0	1	2	0
0	1	2	0
0	1	2	0
0	1	2	0
0	1	2	0
0	1	2	0
0	1	2	0
0	1	2	0
0	1	2	0
18	1	3	14
20	1	3	9
15	1	3	25
14	1	3	20
13	1	3	15
-15	1	3	10
25	1	3	5
24	1	3	300
19	1	3	4
9	1	3	3
4	1	3	2
5	1	3	7
3	1	3	12
8	1	3	13
7	1	3	2300
2	1	3	19
1	1	3	18
99	1	3	8
16	1	3	11
1100	1	3	6
12	1	3	1
23	1	3	17
17	1	3	16
6	1	3	21
-17	1	3	24
11	1	3	23
22	1	3	22
0	1	3	0
0	1	3	0
0	1	3	0
0	1	3	0
0	1	3	0
0	1	3	0
0	1	3	0
0	1	3	0
0	1	3	0
0	1	3	0
